4		1112.2194004200105
	dass	27.865983937168586
	verlag	14.428785651016282
	kann	14.318096215754789
	äre	13.430379291865318
	einer	13.110808061658659
	lieber	11.84456553080912
	des	10.721595526311285
	ihr	10.106449197531578
	vor	10.090159376448824
	buch	9.29283968234774
	uns	8.461504713260876
	hat	8.38696936015829
	paris	7.822755005808572
	durch	7.716194323464936
	schreiben	7.689284783953759
	was	7.644806678805837
	einen	7.596750775668974
	bei	7.399107755416868
	diesem	7.271667564063591
	sicher	7.057800311638472


22		436.5051328457756
	man	7.691253222027486
	hier	6.994298880755566
	hat	6.752337340302486
	ganz	6.254462559335307
	deine	5.915402688167158
	des	5.692695271498244
	nach	5.411489174428349
	meiner	5.372734148526321
	deutschen	4.943692192703473
	lieber	4.577146980135234
	diese	4.51602814956929
	allein	4.071230926775301
	ätte	4.0587239090345255
	vom	3.7834080666456416
	dieser	3.608999661207262
	einen	3.526503588610357
	dir	3.5142233534771528
	wissen	3.2066635397949614
	zwei	3.0573463942060934
	üssen	3.0371211404412097


20		700.6515222401708
	hier	12.401666778703419
	aus	12.128011277135629
	des	9.851861027207786
	meinen	9.169878863210217
	ihrem	8.7912410604627
	mein	7.646780300392598
	bin	7.39230841385675
	wenn	7.323925157035152
	einem	6.824249808340977
	brief	6.514313575232263
	vom	6.436736958038269
	meine	6.3018995025593165
	frau	5.537806015429334
	ihre	5.319013381409796
	dass	5.184454046169797
	wieder	5.067592875132925
	recht	5.0024004442413865
	uebersetzung	4.67589921034272
	etwas	4.591507646870969
	november	4.146539631107343


19		920.4841561085423
	wenn	17.355423626418336
	mann	14.641270976152057
	kann	13.289090864730099
	man	12.325542451617821
	buch	10.254582110654386
	selbst	9.381747749059752
	durch	8.999652200611017
	anders	8.51006045519529
	hatte	8.156523793976632
	einem	7.979612870646825
	nun	7.3613700649473115
	hat	6.909572289590336
	gegen	6.565240511535427
	werde	6.548123711875476
	viel	6.514402993006655
	oder	6.48680269599552
	heute	6.310730598851074
	gut	6.190592015506242
	dieser	6.171674730824649
	über	6.015580738200016


6		453.7345919046961
	dass	16.36858297822048
	zur	8.284048379474015
	über	7.924409226515403
	film	7.794084327418093
	van	6.916558891541581
	einen	5.178788045491414
	symbolkraft	4.993757455184013
	viel	4.829081156649335
	ihrer	4.816196559463067
	meine	4.765998676459166
	aus	4.306888642959258
	literatur	3.920230116504758
	einem	3.8674961163437587
	dies	3.4810375305042696
	ihre	3.315825393913141
	mehr	3.082913253336504
	bewunderung	2.9925300119116756
	kritik	2.989803133283455
	eben	2.9849257094893065
	optische	2.907234322879072


27		1394.695658871639
	dass	29.610471689862425
	ihr	29.583176984172177
	lieber	18.801184782582826
	doch	18.076841989417456
	nur	17.868237107776125
	sein	14.676022253213826
	was	14.623144342915559
	uns	14.563401091388247
	meine	13.93296698640723
	sind	13.233399365178144
	schreiben	12.465527120880353
	alles	12.224856367035425
	werde	12.050620657701785
	wenn	11.726232432229915
	weil	11.020950705236709
	bei	10.996278730921194
	zum	10.66461971738789
	hier	9.968318656167607
	geht	9.861595898345549
	glaube	9.71822737237143


1		567.218094120593
	sein	8.425605264120774
	sind	8.248495890568352
	zur	6.936267264426699
	wird	6.5485495159536775
	zeit	6.398690796530972
